word,image,emoji,fit
fidelity,,💍,2
fidget,,🤹,2
fidgety,,🤹,2
fiduciary,,💼,1
fie,,🙄,1
fief,,🏰,1
field,,🌾,3
fiend,,👹,2
fiendish,,👹,2
fierce,,😤,2
fiery,,🔥,2
fiesta,,🎉,2
fife,,🎵,1
fifteen,,🔢,1
fifteenth,,🔢,1
fifth,,5️⃣,2
fiftieth,,🔢,1
fifty,,5️⃣,2
fig,,🍈,3
fight,,🥊,3
fighter,,🥊,3
figment,,💭,1
figurative,,💬,1
figure,,📈,2
figurine,,🗿,2
filament,,💡,2
filbert,,🌰,2
filch,,🖐️,1
file,,📁,3
filet,,🥩,2
filial,,👪️,1
filibuster,,🗣️,2
filigree,,💍,1
filing,,📁,2
fill,,🪣,2
filler,,🧱,1
fillet,,🥩,2
filling,,🦷,2
fillip,,👉️,1
filly,,🐴,2
film,,🎬️,3
filmy,,🎥,1
filter,,🔍️,2
filth,,🤢,2
filthy,,🤢,3
filtrate,,🧪,1
filtration,,🧪,2
fin,,🦈,3
finagle,,🤥,1
final,,🏁,2
finale,,🎆,2
finalist,,🏅,2
finality,,🏁,1
finalize,,✅️,2
finance,,💰️,3
financial,,💰️,3
financier,,💰️,2
financing,,💰️,2
finch,,🐦️,3
find,,🔍️,2
finding,,🔍️,2
fine,,👌,2
finery,,👗,1
finesse,,🤌,2
finger,,👆️,3
fingering,,👆️,1
finicky,,🧐,2
finis,,🏁,1
finish,,🏁,3
finite,,🔢,1
fink,,🐀,1
fiord,,🏔️,2
fir,,🌲,3
fire,,🔥,3
firm,,💪,2
firmament,,🌌,2
first,,🥇,3
firstly,,1️⃣,1
firth,,🌊,1
fiscal,,💰️,2
fish,,🐟️,3
fisherman,,🎣,3
fishery,,🎣,2
fishing,,🎣,3
fishy,,🐟️,2
fission,,☢️,2
fissure,,🪨,2
fist,,✊️,3
fistful,,✊️,2
fisticuffs,,🥊,2
fit,,💪,2
fitful,,😴,1
fitting,,👔,2
five,,5️⃣,3
fix,,🔧,2
fixate,,👁️,1
fixation,,👁️,1
fixative,,🧴,1
fixed,,🔧,2
fixings,,🍽️,1
fixity,,🔒️,1
fixture,,💡,2
fizz,,🥤,2
fizzle,,💨,1
fjord,,🏔️,2
flab,,🍔,1
flabbergast,,😲,2
flabby,,🍔,1
flaccid,,😑,1
flag,,🚩,3
flagella,,🦠,2
flagellate,,🦠,1
flagellation,,⛓️,1
flagellum,,🦠,1
flagon,,🍶,2
flagrant,,🚨,1
flail,,🌀,1
flair,,✨️,2
flak,,💥,1
flake,,❄️,2
flaky,,❄️,2
flambe,,🔥,2
flamboyance,,✨️,1
flamboyant,,🌈,1
flame,,🔥,3
flamenco,,💃,2
flaming,,🔥,2
flamingo,,🦩,3
flammability,,🔥,1
flammable,,🔥,2
flange,,🔩,1
flank,,🥩,1
flannel,,🧣,2
flap,,🦅,1
flapper,,💃,2
flare,,🔥,2
flash,,⚡️,3
flasher,,📸,1
flashing,,⚡️,2
flashy,,✨️,1
flask,,🧪,3
flat,,🏠️,2
flatten,,🔨,1
flatter,,😊,1
flattering,,😊,1
flatteringly,,😊,1
flattery,,😊,1
flatulence,,💨,2
flatulent,,💨,2
flaunt,,😎,1
flautist,,🎶,1
flavor,,👅,2
flavorful,,😋,2
flavoring,,🧂,1
flavorless,,😐️,1
flavour,,👅,2
flaw,,❌️,1
flawless,,💎,1
flax,,🌾,1
flaxen,,🌾,1
flay,,🔪,1
flea,,🦟,2
fleck,,🔵,1
fled,,🏃,2
fledgling,,🐣,3
flee,,🏃,3
fleece,,🐑,2
fleecy,,🐑,1
fleet,,🚢,2
fleeting,,⏳️,2
flesh,,🍖,1
fleshly,,🍖,1
fleshy,,🍖,1
flew,,✈️,2
flex,,💪,3
flexibility,,🤸,2
flexible,,🤸,2
flick,,🎬️,1
flicker,,🕯️,2
flier,,✈️,1
flight,,✈️,3
flightless,,🐧,2
flighty,,🦋,1
flimsy,,🧻,1
flinch,,😬,2
fling,,🥏,1
flint,,🪨,2
flinty,,🪨,1
flip,,🔄,2
flippancy,,😏,1
flippant,,😏,1
flipper,,🐬,2
flirt,,😉,2
flirtation,,😉,1
flirtatious,,😉,1
flit,,🦋,1
float,,🎈,2
flock,,🐑,2
floe,,🧊,2
flog,,🥁,1
flood,,🌊,3
floor,,🧱,2
flooring,,🧱,1
floozy,,💄,1
flop,,🐟️,1
floppy,,💾,2
flora,,🌸,1
floral,,🌸,2
florid,,🌺,1
florin,,🪙,1
florist,,💐,3
floss,,🦷,3
flotation,,🛟,2
flotilla,,⛵️,2
flotsam,,🪵,1
flounce,,🌊,1
flounder,,🐟️,2
flour,,🌾,3
flourish,,🌱,2
floury,,🌾,1
flout,,🚫,1
flow,,🌊,2
flower,,🌸,3
flowery,,🌸,2
flown,,✈️,1
flu,,🤒,3
flub,,😬,1
fluctuate,,📈,2
fluctuation,,📈,1
flue,,🏠️,1
fluency,,🗣️,2
fluent,,🗣️,2
fluff,,☁️,1
fluffy,,☁️,2
fluid,,💧,2
fluidity,,💧,1
fluke,,🍀,2
fluky,,🍀,1
flung,,🏹,1
flunk,,❌️,2
flunkey,,🤵,1
flunky,,🤵,1
fluorescence,,💡,2
fluorescent,,💡,2
fluoridate,,🦷,1
fluoridation,,🦷,1
fluoride,,🦷,2
fluorine,,🧪,1
fluorocarbon,,🧪,1
flurry,,🌨️,2
flush,,🚽,2
fluster,,😵,1
flute,,🎶,3
flutist,,🎶,2
flutter,,🦋,2
fluttery,,🦋,1
flux,,🔄,1
fly,,🪰,3
flyby,,✈️,2
flyer,,📄,2
flying,,✈️,3
foal,,🐴,3
foam,,🫧,3
foamy,,🫧,2
fob,,🔑,1
focal,,🎯,1
foci,,🎯,1
focus,,🎯,2
fodder,,🌾,1
foe,,⚔️,2
foetus,,👶,2
fog,,🌫️,3
fogey,,👴,1
foggy,,🌫️,3
fogy,,👴,1
foible,,🤷,1
foil,,🥶,2
foist,,🤲,1
fold,,📄,2
folder,,📁,3
foliage,,🌿,3
folio,,📄,1
folk,,🎻,1
folksy,,🎻,1
follicle,,🦱,1
follow,,➡️,2
follower,,👥,2
following,,➡️,1
folly,,🤡,1
foment,,🔥,1
fond,,🥰,2
fondle,,🤲,1
fondue,,🫕,3
font,,🔤,2
food,,🍽️,3
fool,,🤡,3
foolery,,🤡,1
foolish,,🤪,2
foot,,🦶,3
footage,,🎥,2
footing,,🦶,1
footman,,🤵,2
fop,,🎩,1
foppish,,🎩,1
for,,➡️,1
forage,,🍄,2
foray,,⚔️,1
forbad,,🚫,1
forbade,,🚫,1
forbear,,🚫,1
forbearance,,🕊️,1
forbid,,🚫,3
forbidden,,🚫,2
forbidding,,🚫,1
forbore,,🚫,1
forborne,,🚫,1
force,,💪,2
forced,,💪,1
forceful,,💪,2
forceps,,🩺,3
forcible,,💪,1
ford,,🚙,1
fore,,⛳️,2
forebode,,🔮,1
foreboding,,🔮,2
foreign,,🌍️,2
foreigner,,🌍️,2
foreman,,👷,2
forensic,,🔬,2
foreseeable,,🔮,1
forest,,🌲,3
forester,,🌲,2
forestry,,🌲,2
foretaste,,👅,1
foretell,,🔮,2
foretold,,🔮,1
forewarn,,⚠️,2
forewoman,,👷,1
forfeit,,❌️,1
forfeiture,,❌️,1
forgave,,🤝,1
forge,,🔥,2
forgery,,✍️,1
forget,,🤦,2
forgetful,,🤦,2
forgettable,,🤷,1
forgivable,,🤝,1
forgive,,🤝,2
forgiven,,🤝,1
forgiving,,🤝,1
forgo,,🚫,1
forgone,,🚫,1
forgot,,🤦,2
forgotten,,🤦,2
fork,,🍴,3
forked,,🍴,2
forlorn,,😢,1
form,,📋️,2
formal,,🤵,2
formaldehyde,,🧪,1
formalism,,📏,1
formality,,📋️,1
formalize,,📋️,1
format,,📋️,1
formation,,📐,1
formative,,🌱,1
former,,⏮️,1
formerly,,⏮️,1
formidable,,💪,1
formless,,☁️,1
formula,,🧪,2
formulae,,🧪,1
formulaic,,📋️,1
formulate,,💭,1
formulation,,🧪,1
fornicate,,🛏️,1
fornication,,🛏️,1
forsake,,🚶,1
forsaken,,🚶,1
forsook,,🚶,1
forsooth,,🗣️,1
forswear,,🤞,1
forswore,,🤞,1
forsworn,,🤞,1
forsythia,,🌼,2
fort,,🏰,3
forte,,🎯,1
forth,,➡️,1
fortieth,,🔢,1
fortification,,🏰,2
fortify,,🏰,2
fortissimo,,🎶,1
fortitude,,💪,2
fortress,,🏰,3
fortuitous,,🍀,1
fortunate,,🍀,2
fortune,,🔮,2
forty,,🔢,2
forum,,🗣️,2
forward,,➡️,2
forwards,,➡️,2
forwent,,➡️,1
fossil,,🦴,3
fossilization,,🦴,1
fossilize,,🦴,2
foster,,🏠️,1
fought,,⚔️,2
foul,,🚫,2
found,,🔍️,1
foundation,,🏗️,2
founder,,👤,1
foundling,,👶,1
foundry,,🏭️,2
fount,,⛲️,2
fountain,,⛲️,3
four,,4️⃣,3
foursome,,4️⃣,1
fourteen,,🔟,2
fourteenth,,🔟,1
fourth,,4️⃣,3
fowl,,🐔,3
fox,,🦊,3
foxy,,🦊,1
foyer,,🚪,2
fracas,,💥,1
fraction,,➗️,2
fractional,,➗️,1
fractious,,😤,1
fracture,,🦴,2
fragile,,🥚,2
fragility,,🥚,1
fragment,,🧩,2
fragmentary,,🧩,1
fragmentation,,🧩,1
fragrance,,🌸,2
fragrant,,🌸,2
frail,,🦴,1
frailty,,🦴,1
frame,,🖼️,3
franc,,💴,1
franchise,,🏪,2
franchisee,,🏪,1
franchiser,,🏪,1
frank,,🗣️,1
frankfurter,,🌭,3
frankincense,,🕯️,1
frantic,,😱,2
frappe,,🥤,2
fraternal,,👬,2
fraternity,,👬,2
fraternization,,👬,1
fraternize,,👬,1
fratricide,,⚔️,1
fraud,,🚨,2
fraudulence,,🚨,1
fraudulent,,🚨,1
fraught,,😰,1
fray,,🧵,2
frazzle,,😩,1
freak,,😱,1
freakish,,😱,1
freaky,,👻,1
freckle,,🟤,2
free,,🆓,2
freebie,,🎁,2
freebooter,,☠️,1
freedman,,⛓️,1
freedom,,🕊️,2
freelance,,💻️,2
freeman,,🆓,1
freethinker,,🧠,1
freewheeling,,🚲️,1
freeze,,❄️,3
freezer,,🧊,3
freight,,🚛,2
freighter,,🚢,2
frenetic,,😵,1
frenzied,,😱,1
frenzy,,😱,2
frequency,,📻️,2
frequent,,🔁,1
fresco,,🖼️,1
fresh,,🌱,2
freshen,,🌬️,1
freshman,,🎓️,1
fret,,😟,2
fretful,,😟,1
friable,,🧂,1
friar,,🙏,2
fricassee,,🍲,2
friction,,🔥,2
fridge,,🧊,3
fried,,🍳,2
friend,,🤝,3
friendless,,😢,1
friendly,,😊,2
friendship,,🤝,3
fries,,🍟,3
frieze,,🖼️,1
frigate,,🚢,2
fright,,😱,2
frighten,,😱,2
frightened,,😱,3
frightening,,😱,2
frightful,,😱,1
frigid,,🥶,2
frigidity,,🥶,1
frill,,🎀,1
frilly,,🎀,2
fringe,,✂️,1
frippery,,🎀,1
frisk,,🤲,1
frisky,,😜,1
fritter,,🍤,2
frivolity,,🎉,1
frivolous,,🎈,1
frizz,,〰️,1
frizzle,,〰️,1
frizzy,,〰️,1
fro,,➡️,1
frock,,👗,2
frog,,🐸,3
frogman,,🤿,2
frolic,,🐇,1
frolicsome,,🐇,1
from,,➡️,1
frond,,🌿,2
front,,➡️,2
frontage,,🏠️,1
frontal,,🧠,1
frontier,,🗺️,2
frontiersman,,🤠,1
frost,,❄️,3
frosting,,🧁,2
frosty,,❄️,2
froth,,🫧,2
frothy,,🫧,2
frown,,🙁,3
frowzy,,😖,1
froze,,🧊,2
frozen,,🧊,3
fructose,,🍬,1
frugal,,💰️,2
frugality,,💰️,1
fruit,,🍎,3
fruitful,,🍎,2
fruition,,✅️,1
fruitless,,❌️,1
fruity,,🍓,2
frump,,👵,1
frumpy,,👵,1
frustrate,,😤,2
frustrated,,😤,3
frustrating,,😤,2
frustration,,😤,2
fry,,🍳,3
fryer,,🍳,2
fuchsia,,🌸,1
fuck,,🖕,2
fucker,,🖕,1
fucking,,🖕,1
fuddle,,😵,1
fudge,,🍫,3
fuel,,⛽️,3
fugitive,,🏃,2
fugue,,🎼,1
fulcra,,⚖️,1
fulcrum,,⚖️,2
fulfil,,✅️,1
fulfill,,✅️,2
fulfillment,,✅️,1
full,,🈵,2
fully,,💯,1
fulminate,,💥,1
fulmination,,💥,1
fulsome,,🤢,1
fumble,,🤦,2
fume,,😤,2
fumes,,💨,2
fumigate,,🐛,1
fumigation,,🐛,1
fun,,🎉,2
function,,⚙️,2
functional,,⚙️,2
functionary,,💼,1
fund,,💰️,2
fundamental,,🧱,1
fundamentalism,,📖,1
fundamentalist,,📖,1
funeral,,⚰️,3
funereal,,⚰️,2
fungal,,🍄,2
fungi,,🍄,3
fungicide,,🍄,1
fungous,,🍄,1
fungus,,🍄,3
funicular,,🚡,2
funk,,🎷,1
funky,,🎷,1
funnel,,🌪️,2
funnies,,😂,1
funny,,😂,3
fur,,🦊,2
furbish,,✨️,1
furious,,😡,3
furl,,🚩,1
furlong,,📏,1
furlough,,💼,1
furnace,,🔥,3
furnish,,🛋️,1
furnishings,,🛋️,2
furniture,,🛋️,3
furor,,😡,1
furrier,,🦫,1
furrow,,🌾,1
furry,,🐾,2
further,,➡️,1
furtherance,,➡️,1
furthest,,➡️,1
furtive,,🕵️,1
fury,,😡,2
fuse,,🧨,2
fuselage,,✈️,1
fusible,,🔥,1
fusillade,,💥,1
fusion,,⚛️,2
fuss,,😤,1
fussy,,😤,2
fusty,,👃,1
futile,,🤷,1
futility,,🤷,1
futon,,🛏️,3
future,,🔮,3
futuristic,,🚀,2
fuze,,🧨,1
fuzz,,🧶,1
fuzzy,,🧶,2
gab,,🗣️,1
gabardine,,🧥,1
gabble,,🗣️,1
gabby,,🗣️,1
gaberdine,,🧥,1
gable,,🏠️,1
gad,,😲,1
gadabout,,🚶,1
gadget,,📱,3
gadgetry,,📱,2
gaff,,🎣,1
gaffe,,😳,2
gag,,🤐,2
gage,,🎫,1
gaggle,,🦢,2
gaiety,,🎉,1
gaily,,🎉,1
gain,,📈,2
gainful,,💰️,1
gait,,🚶,2
gaiter,,🥾,1
gal,,👧,1
gala,,🎉,2
galactic,,🌌,2
galaxy,,🌌,3
gale,,🌬️,2
gall,,😤,1
gallant,,🤴,1
gallantry,,🤴,1
gallbladder,,🫀,1
galleon,,🚢,2
gallery,,🖼️,3
galley,,🚢,2
gallivant,,🚶,1
gallon,,🛢️,2
gallop,,🐎,3
gallows,,🪢,2
gallstone,,🪨,1
galore,,🎉,1
galosh,,👢,1
galvanize,,⚡️,1
galvanometer,,🧲,1
gambit,,♟️,2
gamble,,🎲,3
gambling,,🎲,3
gambol,,🐇,1
game,,🎮️,3
gamesmanship,,🎮️,1
gamete,,🧬,1
gamin,,🧒,1
gamma,,🔤,1
gamut,,🌈,1
gamy,,🍖,1
gander,,🦢,2
gang,,👥,2
ganglia,,🧠,1
gangling,,🚶,1
ganglion,,🧠,1
gangly,,🚶,1
gangrene,,🦠,1
gangrenous,,🦠,1
gangster,,🕴️,3
gannet,,🐦️,2
gantlet,,⛓️,1
gantry,,🏗️,2
gaol,,🔒️,2
gap,,↔️,2
gape,,😮,2
garage,,🚗,3
garb,,👕,1
garbage,,🗑️,3
garble,,🔀,1
garden,,🌷,3
gardenia,,🌸,1
gargantuan,,🐘,1
gargle,,🚿,2
gargoyle,,🗿,2
garish,,🌈,1
garland,,💐,2
garlic,,🧄,3
garlicky,,🧄,2
garment,,👕,2
garner,,🤲,1
garnet,,💎,2
garnish,,🌿,2
garnishee,,💼,1
garret,,🏠️,1
garrison,,🏰,2
garrotte,,⛓️,1
garrulity,,🗣️,1
garrulous,,🗣️,2
garter,,🧦,2
gas,,⛽️,2
gaseous,,💨,1
gash,,🩸,2
gasket,,🔧,1
gasohol,,⛽️,1
gasoline,,⛽️,3
gasp,,😲,3
gassy,,💨,2
gastric,,🫃,1
gastritis,,🤢,1
gastronomic,,🍽️,1
gastronomical,,🍽️,1
gastronomy,,🍽️,2
gate,,🚪,3
gather,,🤲,2
gathering,,👥,2
gauche,,😬,1
gaucho,,🤠,2
gaudy,,✨️,1
gauge,,📏,2
gaunt,,🦴,1
gauntlet,,🥊,2
gauze,,🩹,2
gauzy,,🩹,1
gave,,🎁,1
gavel,,🔨,3
gavotte,,💃,1
gawk,,😲,1
gawky,,🚶,1
gay,,🌈,1
gaze,,👀,3
gazebo,,🏠️,2
gazelle,,🦌,3
gazette,,📰,2
gazetteer,,🗺️,1
gear,,⚙️,3
gee,,😲,1
geek,,🤓,3
geese,,🪿,3
geezer,,👴,2
geisha,,👘,2
gel,,🧴,2
gelatin,,🍮,2
gelatine,,🍮,1
gelatinous,,🍮,1
geld,,🐴,1
gelding,,🐴,1
gem,,💎,3
gendarme,,👮,1
gender,,🚻,2
gene,,🧬,3
genealogical,,🌳,1
genealogist,,🌳,1
genealogy,,🌳,2
genera,,🧬,1
general,,🎖️,2
generality,,📋️,1
generalization,,📋️,1
generalize,,📋️,1
generally,,📋️,1
generate,,⚡️,1
generation,,👪️,1
generative,,⚡️,1
generator,,🔌,2
generic,,🏷️,1
generosity,,🎁,2
generous,,🎁,2
geneses,,🧬,1
genesis,,🌱,2
genetic,,🧬,3
geneticist,,🧬,2
genetics,,🧬,3
genial,,😊,2
geniality,,😊,1
genie,,🧞,3
genital,,🍆,1
genitalia,,🍆,1
genitals,,🍆,1
genitive,,🔤,1
genius,,🧠,2
genocide,,⚰️,1
genome,,🧬,2
genre,,🎭️,2
gent,,🤵,1
genteel,,🎩,1
gentian,,🌸,1
gentile,,✝️,1
gentility,,🎩,1
gentle,,🕊️,2
gentleman,,🤵,3
gentlewoman,,👸,2
gentrification,,🏙️,1
gentrify,,🏙️,1
gentry,,🎩,1
genuflect,,🙇,1
genuine,,💯,2
genus,,🧬,1
geodesic,,📐,1
geographer,,🗺️,2
geographic,,🗺️,2
geographical,,🗺️,2
geography,,🗺️,3
geologic,,🪨,1
geological,,🪨,1
geologist,,🪨,2
geology,,🪨,3
geometric,,📐,2
geometrical,,📐,2
geometry,,📐,2
geophysical,,🌍️,1
geophysics,,🌍️,2
geopolitics,,🌍️,2
geothermal,,🌋,2
geranium,,🌸,2
gerbil,,🐹,3
geriatric,,👴,2
geriatrics,,👴,2
germ,,🦠,3
germane,,🔗,1
germanium,,🧪,1
germicidal,,🧴,1
germicide,,🧴,1
germinate,,🌱,3
germination,,🌱,2
gerontology,,👴,2
gerund,,📚️,1
gestation,,🤰,2
gesticulate,,🙌,2
gesticulation,,🙌,2
gesture,,🙋,2
gesundheit,,🤧,2
get,,✋️,1
getup,,👗,1
gewgaw,,💍,1
geyser,,🌋,3
ghastly,,😱,2
gherkin,,🥒,3
ghetto,,🏚️,2
ghost,,👻,3
ghoul,,👻,2
ghoulish,,👻,2
giant,,🗻,2
giantess,,👸,1
gibber,,🗣️,1
gibberish,,🗣️,2
gibbet,,🪓,1
gibbon,,🐒,3
gibe,,😏,1
giblets,,🍗,1
giddy,,😵,2
gift,,🎁,3
gifted,,🌟,2
gig,,🎸,2
gigabyte,,💾,2
gigantic,,🐘,2
giggle,,😆,3
giggly,,😆,2
gigolo,,🕺,1
gild,,✨️,2
gill,,🐟️,2
gilt,,✨️,1
gimcrack,,💍,1
gimlet,,🔧,1
gimmick,,🎪,1
gimmickry,,🎪,1
gimmicky,,🎪,1
gimpy,,🦵,1
gin,,🍸️,2
ginger,,🫚,3
gingerly,,🤏,1
gingham,,🧵,1
gingivitis,,🦷,2
ginkgo,,🌳,1
ginseng,,🌿,2
giraffe,,🦒,3
gird,,🎽,1
girder,,🏗️,2
girdle,,👙,1
girl,,👧,3
girlhood,,👧,1
girlish,,👧,1
girt,,🎽,1
girth,,📏,1
gismo,,⚙️,1
gist,,💡,1
give,,🤲,2
given,,🎁,1
gizmo,,⚙️,2
gizzard,,🐔,1
glacial,,🧊,2
glacier,,🏔️,3
glad,,😊,2
gladden,,😊,1
glade,,🌳,1
gladiator,,⚔️,3
gladiatorial,,⚔️,1
gladioli,,🌸,1
gladiolus,,🌸,2
glamor,,💄,2
glamorize,,✨️,1
glamorous,,💃,2
glamour,,💄,2
glance,,👀,2
gland,,🫀,1
glandular,,🫀,1
glare,,😠,2
glaring,,😠,2
glass,,🥃,3
glassful,,🥛,1
glassy,,🪟,1
glaucoma,,👁️,2
glaze,,🍩,2
glazier,,🪟,1
gleam,,✨️,2
glean,,🌾,1
glee,,😄,2
gleeful,,😄,2
glen,,🏞️,1
glib,,😏,1
glide,,🕊️,2
glider,,🛩️,3
glimmer,,✨️,2
glimpse,,👀,2
glint,,✨️,2
glissando,,🎹,1
glisten,,✨️,2
glitch,,🐛,2
glitter,,✨️,3
glittery,,✨️,2
glitzy,,✨️,2
gloaming,,🌆,1
gloat,,😏,2
glob,,💧,1
global,,🌐,3
globe,,🌐,3
globular,,🔵,1
globule,,💧,1
glockenspiel,,🎹,2
gloom,,🌑,2
gloomy,,😞,2
glop,,💩,1
glorification,,🙌,1
glorified,,🌟,1
glorify,,🙌,1
glorious,,🌟,2
glory,,🌟,2
gloss,,💄,2
glossary,,📖,2
glossy,,✨️,1
glottis,,👄,1
glove,,🧤,3
glow,,✨️,3
glower,,😠,1
glowing,,✨️,2
glucose,,🍬,2
glue,,🧴,3
gluey,,🧴,1
glum,,😞,2
glut,,📦️,1
gluten,,🌾,2
glutinous,,🍡,1
glutton,,🍽️,2
gluttonous,,🍽️,1
gluttony,,🍽️,2
glycerin,,🧴,1
glycerine,,🧴,1
glycerol,,🧴,1
gnarled,,🌳,1
gnash,,😬,1
gnat,,🦟,2
gnaw,,🦷,1
gnome,,🧙,2
gnu,,🐃,1
go,,🚦,2
goad,,👉️,1
goal,,🎯,3
goalie,,🥅,2
goat,,🐐,3
goatee,,🐐,1
gob,,👄,1
gobble,,🦃,2
gobbledegook,,🗣️,1
gobbledygook,,🗣️,1
gobbler,,🦃,1
goblet,,🍷,2
goblin,,👺,2
god,,🙏,2
goddess,,👸,2
godly,,🙏,1
gofer,,🏃,1
goggle,,🥽,2
goggles,,🥽,3
going,,🚶,1
goiter,,🦋,1
goitre,,🦋,1
gold,,🥇,3
golden,,✨️,2
golf,,⛳️,3
golly,,😲,1
gonad,,🫘,1
gondola,,🚡,2
gondolier,,🚣,2
gone,,👋,1
goner,,💀,1
gong,,🔔,2
gonorrhea,,🦠,1
goo,,🟢,1
goober,,🥜,1
good,,👍️,2
goodie,,🍬,1
goodly,,👍️,1
goodness,,🙏,1
goods,,📦️,2
goody,,🍬,1
gooey,,🍯,2
goof,,🤪,2
goofy,,🤪,2
goon,,🥊,1
goop,,🟢,1
goose,,🦢,3
gopher,,🐿️,2
gore,,🩸,2
gorge,,🍽️,2
gorgeous,,😍,2
gorilla,,🦍,3
gorse,,🌿,1
gory,,🩸,2
gosh,,😲,1
gosling,,🐣,2
gospel,,📖,2
gossamer,,🕸️,1
gossip,,🗣️,2
gossipy,,🗣️,1
got,,✋️,1
gotten,,✋️,1
gouge,,🔧,1
goulash,,🍲,2
gourd,,🎃,2
gourmand,,🍽️,2
gourmet,,🍽️,1
gout,,🦶,1
gouty,,🦶,1
govern,,🏛️,2
governess,,🏫,1
government,,🏛️,3
governmental,,🏛️,2
governor,,🏛️,2
governorship,,🏛️,1
gown,,👗,3
grab,,✊️,2
grace,,🙏,2
graceful,,💃,2
graceless,,🚫,1
gracious,,🙏,1
grackle,,🐦️,1
grad,,🎓️,2
gradation,,🎚️,1
grade,,🎓️,2
gradient,,🎚️,2
gradual,,🐢,1
graduate,,🎓️,3
graduation,,🎓️,3
graffiti,,🎨,2
graft,,🌱,1
grain,,🌾,2
grainy,,📻️,1
gram,,⚖️,2
grammar,,📖,2
grammarian,,📖,1
grammatical,,📖,1
gramme,,⚖️,1
granary,,🌾,1
grand,,🏰,1
grandee,,👑,1
grandeur,,🏰,1
grandiloquence,,🗣️,1
grandiloquent,,🗣️,1
grandiose,,🏰,1
grange,,🌾,1
granite,,🪨,3
grannie,,👵,2
granny,,👵,3
granola,,🥣,2
grant,,🎁,1
granular,,🟤,1
granulate,,🟤,1
granulation,,🟤,1
granule,,🟤,1
grape,,🍇,3
graph,,📈,3
graphic,,🎨,2
graphics,,🎨,2
graphite,,✏️,2
graphologist,,✍️,1
graphology,,✍️,1
grapnel,,⚓️,1
grapple,,🤼,2
grasp,,✊️,2
grasping,,🤑,1
grass,,🌱,3
grassy,,🌱,2
grate,,🧀,2
grateful,,🙏,2
gratification,,😊,1
gratify,,😊,1
gratifying,,😊,1
grating,,🔥,1
gratis,,🆓,2
gratitude,,🙏,2
gratuitous,,🆓,1
gratuity,,💵,2
grave,,⚰️,3
gravel,,🪨,2
gravelly,,🪨,1
graven,,⚰️,1
gravitate,,🧲,1
gravitation,,🍎,2
gravitational,,🍎,1
gravity,,🍎,2
gravy,,🍲,2
gray,,🩶,2
grayish,,🩶,1
graze,,🐄,2
grease,,🛢️,2
greasy,,🍟,2
great,,👍️,2
grebe,,🦆,1
greed,,🤑,2
greedy,,🤑,3
green,,🟢,3
greenery,,🌿,3
greenish,,🟢,1
greet,,👋,2
greeting,,👋,2
greetings,,👋,2
gregarious,,🥳,1
gremlin,,👹,2
grenade,,💣️,3
grenadier,,💣️,1
grew,,🌱,1
grey,,🩶,2
grid,,🔲,2
griddle,,🍳,2
grief,,😢,2
grievance,,📝,1
grieve,,😢,2
grievous,,😢,1
griffin,,🦅,1
grill,,🍖,3
grille,,🔲,1
grim,,😠,1
grimace,,😬,3
grime,,💩,1
grimy,,💩,2
grin,,😁,3
grind,,⚙️,2
grinder,,⚙️,2
gringo,,🧑,1
grip,,✊️,2
gripe,,😤,2
grippe,,🤒,1
grisly,,💀,2
grist,,🌾,1
gristle,,🥩,1
gristly,,🥩,1
grit,,🪨,1
grits,,🥣,2
gritty,,🪨,1
grizzled,,🐻,1
grizzly,,🐻,3
groan,,😩,3
grocer,,🛒,2
grocery,,🛒,3
grog,,🍺,1
groggy,,😵,2
groin,,🦴,1
grommet,,⚙️,1
groom,,🤵,3
groove,,🎶,2
groovy,,🎶,1
grope,,🤲,1
gross,,🤢,2
grotesque,,👹,2
grotto,,🕳️,2
grouch,,😠,2
grouchy,,😠,2
ground,,🌍️,2
grounder,,⚾️,1
groundless,,🚫,1
group,,👥,3
groupie,,🎤,1
grouse,,🐦️,1
grout,,🧱,1
grove,,🌳,2
grovel,,🙇,1
grow,,🌱,2
growl,,😾,2
grown,,🌱,1
growth,,📈,2
grub,,🐛,2
grubby,,🧼,1
grudge,,😒,2
gruel,,🥣,2
grueling,,😩,1
gruesome,,🩸,2
gruff,,😠,1
